isoform	chrom	strand	length	exons	structuralCategory	associatedGene	associatedTranscript	refLength	refExons	diffToTSS	diffToTTS	subCategory	RTS_stage	AllCanonical	Min_sample_cov	MinCov	MinCovPos	sdCov	FL	nIndels	nIndelsJunc	bite	isoExp	geneExp	ratioExp	FSM_class	coding	ORFlength	CDSlength	CDSstart	CDSend	predit
PB.7095.2	chr9	+	3909	16	full-splice_match	Mtmr2	XM_006510677	4950	16	1038	3	no_subtype	FALSE	canonical	13	78	131	205.073157678	1	4	0	FALSE	3965.2275	4013.2575	0.98803216589	C	coding	643	1929	52	1980	Pred_POS
PB.7095.3	chr9	+	2892	15	full-splice_match	Mtmr2	NM_023858	3017	15	117	8	no_subtype	FALSE	canonical	13	78	103	209.229539024	6	1	0	FALSE	5.945	4013.2575	0.0014813402828	C	coding	643	1929	24	1952	Pred_POS
PB.147.1	chr1	-	1341	10	novel_not_in_catalog	Lancl1	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	6	7	47	409.114898287	1	3	1	FALSE	93.615	2724.4975	0.0343604646361	C	coding	399	1197	64	1260	Pred_NEG
PB.7606.2	chrX	+	1223	4	novel_not_in_catalog	Slc25a5	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	5	60	668	22404.5929889	5	1	1	FALSE	885.055	199752.255	0.00443076349751	C	coding	217	651	63	713	Pred_POS
PB.7606.3	chrX	+	1164	4	full-splice_match	Slc25a5	NM_007451	1238	4	75	-1	no_subtype	FALSE	canonical	16	45019	743	3501.63561782	1	0	0	FALSE	76258.8525	199752.255	0.381767167034	C	coding	298	897	2	898	Pred_NEG
PB.7606.1	chrX	+	1289	4	full-splice_match	Slc25a5	NM_007451	1238	4	-52	1	no_subtype	FALSE	canonical	16	45019	870	3501.63561782	1225	1	0	FALSE	122608.3475	199752.255	0.613802069469	C	coding	298	1023	3	1025	Pred_POS
PB.1371.7	chr11	+	2992	5	novel_in_catalog	Prkar1a	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	25	3061	503	952.092957646	4	2	0	FALSE	644.0375	43587.3025	0.014775805408	C	coding	137	411	528	938	Pred_POS
PB.147.3	chr1	-	1442	10	full-splice_match	Lancl1	NM_021295	4277	10	-27	2862	no_subtype	FALSE	canonical	8	222	124	362.320300287	18	0	0	FALSE	1706.04	2724.4975	0.626185195619	C	coding	399	1197	141	1337	Pred_POS
PB.6276.1	chr7	+	1732	5	full-splice_match	Tmem147os	XR_862436	1746	5	6	8	no_subtype	FALSE	canonical	4	33	830	185.561310623	3	1	0	FALSE	111.1875	111.1875	1	A	coding	109	327	499	825	Pred_NEG
PB.6276.2	chr7	+	1107	7	novel_not_in_catalog	Sbsn	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	9	257	675	131.07631365	2	1	0	FALSE	1748.31	1748.31	1	A	coding	109	327	491	817	Pred_POS
PB.1614.1	chr12	+	3068	27	novel_in_catalog	Mthfd1	novel	NA	NA	NA	NA	no_combination_of_known_junctions	TRUE	canonical	6	12	162	237.743559324	18	0	0	FALSE	3627.9375	7601	0.47729739508	C	coding	755	2841	1	2841	Pred_POS
PB.1767.2	chr13	-	2930	15	novel_not_in_catalog	Zmynd11	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	274	208.707929892	1	1	1	TRUE	330.0525	2317.7525	0.14240196052	B	coding	628	1884	76	1959	Pred_NEG
PB.1767.3	chr13	-	1472	12	incomplete-splice_match	Zmynd11	ENSMUST00000062658	3796	14	-9	2333	internal_fragment	FALSE	canonical	14	57	115	192.984455333	1	1	0	FALSE	202.6175	2317.7525	0.0874198172583	B	coding	446	1335	135	1469	Pred_NEG
PB.1767.1	chr13	-	2969	15	novel_in_catalog	Zmynd11	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	14	123	56	154.987096237	5	1	0	FALSE	1785.0825	2317.7525	0.770178222222	B	coding	602	1806	76	1881	Pred_POS
PB.2593.1	chr15	-	2572	2	novel_not_in_catalog	Cbx5	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	15	41	797	None	1	3	1	TRUE	5189.39	15651.2525	0.331563879632	C	non_coding	NA	NA	NA	NA	Pred_NEG
PB.2658.1	chr16	-	1693	14	incomplete-splice_match	Ppil2	XM_006522446	2104	17	281	130	5prime_fragment	FALSE	canonical	16	396	1164	385.141532427	1	2	1	FALSE	3633.645	9089.2425	0.399774238612	C	coding	343	1134	3	1136	Pred_NEG
PB.2658.2	chr16	-	2393	20	full-splice_match	Ppil2	NM_001252445	1812	20	28	-609	no_subtype	FALSE	canonical	22	586	527	293.743085025	19	0	0	FALSE	1505.69	9089.2425	0.165656268936	C	coding	521	1563	51	1613	Pred_POS
PB.2658.3	chr16	-	1561	16	novel_in_catalog	Ppil2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	11	38	73	450.494173103	2	0	0	FALSE	114.1325	9089.2425	0.0125568769895	C	coding	343	1029	365	1393	Pred_POS
PB.2658.4	chr16	-	1689	19	novel_in_catalog	Ppil2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	14	47	90	412.523938699	2	1	1	FALSE	3352.7925	9089.2425	0.368874798973	C	coding	343	1569	3	1571	Pred_POS
PB.2658.5	chr16	-	1210	2	full-splice_match	Ppil2	ENSMUST00000153368	935	2	-10	-265	no_subtype	FALSE	canonical	22	1050	100	None	3	0	0	FALSE	482.9825	9089.2425	0.0531378164902	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.1396.3	chr11	+	5059	31	full-splice_match	2310067B10Rik	XM_006534270	5024	31	-44	9	no_subtype	FALSE	canonical	13	24	323	109.073369802	2	2	1	FALSE	243.59	2139.9975	0.113827235779	C	coding	1371	4377	3	4379	Pred_POS
PB.6680.1	chr8	-	2746	2	genic_intron	novelGene_10	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	12	16	34	None	3	1	0	FALSE	213.3375	213.3375	1	A	non_coding	NA	NA	NA	NA	Pred_NEG
PB.5922.2	chr6	-	1375	5	full-splice_match	Rnf181	XM_006506477	1438	5	54	9	no_subtype	FALSE	canonical	9	232	142	1000.89110297	20	1	0	FALSE	2812.0475	9301.75	0.302313811917	C	coding	118	354	159	512	Pred_POS
PB.1371.1	chr11	+	3315	11	full-splice_match	Prkar1a	XM_011248801	3342	11	14	13	no_subtype	TRUE	canonical	10	475	119	1513.80712114	27	2	0	FALSE	1117.6625	43587.3025	0.0256419286328	C	coding	381	1266	3	1268	Pred_POS
PB.4307.3	chr2	-	2938	3	full-splice_match	Gm30189	XR_375370	2338	3	47	-647	no_subtype	FALSE	canonical	5	61	196	51.0	1	4	0	FALSE	237.585	1156.48	0.205438053403	C	non_coding	NA	NA	NA	NA	Pred_POS
PB.4307.2	chr2	-	1507	4	full-splice_match	Gm30189	XR_375371	822	4	-49	-636	no_subtype	FALSE	canonical	5	61	242	58.7792480387	2	6	0	FALSE	235.2075	1156.48	0.203382246126	C	non_coding	NA	NA	NA	NA	Pred_NEG
PB.7816.2	chrX	-	2648	15	full-splice_match	Mospd2	NM_001290524	2706	15	47	11	no_subtype	FALSE	canonical	4	20	1524	100.104944933	3	4	1	FALSE	682.47	1319.5	0.517218643426	C	coding	481	1443	106	1548	Pred_NEG
PB.2759.1	chr16	+	2008	8	full-splice_match	Rabl3	NM_001042499	2022	8	5	9	no_subtype	FALSE	canonical	11	126	661	34.6987031458	5	1	0	FALSE	1016.01	1051.75	0.966018540528	C	coding	236	708	17	724	Pred_POS
PB.2759.2	chr16	+	1926	7	novel_in_catalog	Rabl3	novel	NA	NA	NA	NA	no_combination_of_known_junctions	FALSE	canonical	5	10	548	68.5127725318	1	4	1	FALSE	35.74	1051.75	0.0339814594723	C	coding	212	636	15	650	Pred_NEG
PB.627.1	chr10	-	3932	25	full-splice_match	Ccar1	XM_006513996	4487	25	9	546	no_subtype	FALSE	canonical	15	88	153	402.980148394	2	1	0	FALSE	3033.7375	8475.7525	0.357931345919	C	coding	1146	3438	203	3640	Pred_POS
PB.3073.1	chr17	-	1649	10	full-splice_match	H2-T9	NM_010399	1639	10	-12	2	no_subtype	FALSE	canonical	11	264	135	90.3493220783	6	0	0	FALSE	1298.275	1298.275	1	A	coding	379	1137	170	1306	Pred_POS
PB.3073.2	chr17	-	1774	9	full-splice_match	H2-T22	ENSMUST00000080015	1761	9	-20	7	no_subtype	FALSE	canonical	11	305	1158	82.7768083463	4	1	0	FALSE	723.6275	723.6275	1	A	coding	379	1137	300	1436	Pred_POS
PB.627.2	chr10	-	2830	20	incomplete-splice_match	Ccar1	XM_011243537	4431	25	35	1566	internal_fragment	FALSE	canonical	13	87	71	376.741290543	1	6	0	FALSE	34.6425	8475.7525	0.00408724771045	C	coding	903	2706	121	2826	Pred_POS
PB.627.5	chr10	-	2689	18	incomplete-splice_match	Ccar1	XM_006513996	4487	25	42	1756	internal_fragment	FALSE	canonical	15	88	120	339.287488717	11	1	0	FALSE	46.43	8475.7525	0.00547797968381	C	coding	840	2517	170	2686	Pred_POS
PB.627.4	chr10	-	2588	19	novel_not_in_catalog	Ccar1	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	1	1	1113	398.487139065	1	2	0	TRUE	202.3025	8475.7525	0.0238683821879	C	coding	822	2463	123	2585	Pred_NEG
PB.627.7	chr10	-	1474	4	novel_in_catalog	Ccar1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	29	899	1272	158.977985897	1	1	0	FALSE	119.6625	8475.7525	0.0141182154623	C	coding	195	582	889	1470	Pred_NEG
PB.627.6	chr10	-	2634	18	incomplete-splice_match	Ccar1	XM_011243537	4431	25	28	1769	internal_fragment	FALSE	canonical	13	87	78	339.442189482	19	0	0	FALSE	982.5475	8475.7525	0.115924515257	C	coding	835	2502	128	2629	Pred_POS
PB.4286.3	chr2	+	3147	24	novel_in_catalog	Cse1l	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	12	119	769	246.140203949	1	0	0	FALSE	410.28	10248	0.0400351288056	C	coding	951	2946	2	2947	Pred_POS
PB.627.8	chr10	-	1689	13	incomplete-splice_match	Ccar1	XM_006513997	4287	24	35	2563	internal_fragment	FALSE	canonical	22	503	1109	306.804498011	1	3	0	FALSE	1948.825	8475.7525	0.229929436944	C	coding	509	1524	163	1686	Pred_POS
PB.5728.1	chr5	-	1165	7	novel_not_in_catalog	Actb	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	7	349	1118	40021.4545338	1	1	1	TRUE	18659.5	721295.0375	0.0258694418094	C	coding	351	1053	81	1133	Pred_NEG
PB.5339.1	chr5	+	3285	15	full-splice_match	Rint1	ENSMUST00000030852	3298	15	11	2	no_subtype	TRUE	canonical	9	117	392	62.6019169036	20	1	0	FALSE	1735.5	1735.5	1	A	coding	792	2493	3	2495	Pred_POS
PB.7480.3	chr9	+	2609	23	novel_in_catalog	Qars	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	13	249	2055	258.158865817	2	4	0	FALSE	114.7725	8020.995	0.0143090102911	C	coding	630	1890	628	2517	Pred_NEG
PB.6661.4	chr7	-	4323	20	novel_in_catalog	Cars	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	12	370	452	186.131673823	2	1	0	FALSE	369.76	6820.25	0.0542150214435	C	coding	531	1593	2564	4156	Pred_NEG
PB.6642.1	chr7	+	1263	8	full-splice_match	Taldo1	NM_011528	1276	8	3	10	no_subtype	FALSE	canonical	13	3242	280	1327.37033265	145	0	0	FALSE	19133.5	19133.5	1	A	coding	337	1011	60	1070	Pred_POS
PB.3526.3	chr19	+	1856	5	novel_in_catalog	Tut1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	9	215	91	65.0538238692	1	2	0	FALSE	184.6275	4054.2475	0.0455392770175	C	coding	405	1215	10	1224	Pred_NEG
PB.3526.2	chr19	+	2755	9	full-splice_match	Tut1	ENSMUST00000096239	2747	9	-15	7	no_subtype	FALSE	canonical	9	215	187	161.071412734	72	0	0	FALSE	3562.3825	4054.2475	0.878679089029	C	coding	869	2607	106	2712	Pred_POS
PB.3526.1	chr19	+	1389	3	novel_not_in_catalog	Tut1	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	172	296.499578415	1	2	0	TRUE	307.2375	4054.2475	0.075781633953	C	coding	346	1038	309	1346	Pred_NEG
PB.7149.1	chr9	-	4625	24	full-splice_match	Anln	NM_028390	5421	24	-10	806	no_subtype	FALSE	canonical	3	36	404	590.500635055	31	0	0	FALSE	1211.895	1567	0.773385449904	C	coding	1121	3363	230	3592	Pred_POS
PB.7480.1	chr9	+	2480	24	full-splice_match	Qars	NM_133794	2501	24	15	6	no_subtype	FALSE	canonical	12	249	1926	253.499506903	64	0	0	FALSE	5854.225	8020.995	0.729862691599	C	coding	775	2325	64	2388	Pred_POS
PB.5949.1	chr6	-	5436	22	full-splice_match	Exoc6b	ENSMUST00000160197	5439	22	-10	13	no_subtype	TRUE	canonical	19	134	1161	341.615280689	16	0	0	FALSE	1406.75	1406.75	1	A	coding	805	2415	134	2548	Pred_POS
PB.7025.4	chr8	+	3256	14	full-splice_match	Usp10	ENSMUST00000108988	3274	14	6	12	no_subtype	FALSE	canonical	14	291	1365	365.550270141	1	19	0	FALSE	5151.31	15364.75	0.335268064889	C	coding	792	2376	100	2475	Pred_NEG
PB.3722.1	chr2	+	3170	14	full-splice_match	Itih5	NM_172471	7928	14	0	4758	no_subtype	FALSE	canonical	6	81	2155	32.2490309932	29	0	0	FALSE	1569.39	2121.2525	0.739841202309	C	coding	952	2979	1	2979	Pred_POS
PB.5254.1	chr4	-	1256	5	full-splice_match	Nmnat1	ENSMUST00000030845	1238	5	-20	2	no_subtype	FALSE	canonical	9	116	462	123.935467079	4	0	0	FALSE	1342.5	1342.5	1	A	coding	285	855	164	1018	Pred_POS
PB.3722.3	chr2	+	2521	10	novel_not_in_catalog	Itih5	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	333	56.665686266	1	2	0	FALSE	413.42	2121.2525	0.194894290048	C	coding	611	1833	418	2250	Pred_NEG
PB.3722.2	chr2	+	3056	13	full-splice_match	Itih5	XM_006497435	7833	13	19	4758	no_subtype	FALSE	canonical	3	9	410	51.3614641536	6	0	0	FALSE	111.7025	2121.2525	0.0526587476031	C	coding	918	2865	1	2865	Pred_NEG
PB.3722.4	chr2	+	3000	13	novel_not_in_catalog	Itih5	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	346	53.2916503779	1	1	0	TRUE	26.74	2121.2525	0.0126057600404	C	coding	813	2439	371	2809	Pred_NEG
PB.5772.1	chr6	+	1592	2	full-splice_match	Acn9	NM_001077713	550	2	-9	-1033	no_subtype	FALSE	canonical	13	248	192	None	1	1	0	FALSE	599.5	599.5	1	A	coding	125	375	19	393	Pred_POS
PB.2864.1	chr17	+	1668	11	novel_in_catalog	Synj2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	13	36	67	27.748873851	1	0	0	FALSE	219.75	535.75	0.410172655156	B	coding	489	1575	1	1575	Pred_POS
PB.1675.2	chr12	-	2681	3	novel_in_catalog	Pomt2	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	15	129	257	14.0	2	1	0	FALSE	401.3725	1578.6075	0.25425731222	C	coding	103	360	1	360	Pred_NEG
PB.3153.2	chr17	+	1478	5	novel_in_catalog	Ppp4r1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	20	401	224	59.5315042645	2	0	0	FALSE	25.58	4425.75	0.00577981133141	B	coding	143	660	3	662	Pred_NEG
PB.324.2	chr1	-	2113	16	novel_in_catalog	Pla2g4a	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	6	88	712	82.3711114408	1	0	0	FALSE	77.99	1755.5	0.0444260894332	C	coding	653	1956	155	2110	Pred_NEG
PB.7155.5	chr9	+	2347	13	novel_not_in_catalog	Sept7	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	57	2464.33520447	1	4	1	TRUE	253.8025	30617.2575	0.00828952429851	C	coding	258	774	560	1333	Pred_NEG
PB.7155.4	chr9	+	1183	12	incomplete-splice_match	Sept7	XM_006510190	2499	13	176	1140	3prime_fragment	FALSE	canonical	0	0	57	2130.80454289	1	2	1	FALSE	292.6275	30617.2575	0.00955759999079	C	coding	344	1029	151	1179	Pred_NEG
PB.7155.1	chr9	+	2493	13	novel_not_in_catalog	Sept7	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	0	0	235	2041.22781678	7	2	0	FALSE	353.0175	30617.2575	0.0115300170174	C	coding	384	1152	329	1480	Pred_NEG
PB.2235.1	chr14	-	2728	15	incomplete-splice_match	Bmp1	XM_011244931	3391	19	647	16	5prime_fragment	FALSE	canonical	15	119	187	123.040643691	13	5	1	FALSE	2137.3025	2928.25	0.729890719713	B	coding	717	2184	1	2184	Pred_POS
PB.7155.3	chr9	+	2331	14	full-splice_match	Sept7	NM_009859	2533	14	194	8	no_subtype	FALSE	canonical	24	2455	72	1658.33711892	77	0	0	FALSE	25542.4175	30617.2575	0.834249034225	C	coding	437	1311	7	1317	Pred_POS
PB.7155.2	chr9	+	1188	13	incomplete-splice_match	Sept7	NM_009859	2533	14	165	1180	3prime_fragment	FALSE	canonical	26	2455	101	1724.45498637	1	3	0	FALSE	4175.3925	30617.2575	0.136373824468	C	coding	384	1182	3	1184	Pred_POS
PB.6315.1	chr7	+	2540	10	novel_not_in_catalog	Pih1d1	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	2	3	85	326.067477679	5	3	0	FALSE	2115	2115	1	A	coding	274	822	1637	2458	Pred_NEG
PB.1475.2	chr12	+	4931	12	full-splice_match	Fam49a	NM_001146119	4777	12	34	-188	no_subtype	FALSE	canonical	18	259	66	288.93770955	131	1	0	FALSE	2262.0175	7355	0.307548266485	C	coding	323	969	219	1187	Pred_POS
PB.1475.3	chr12	+	4507	13	novel_not_in_catalog	Fam49a	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	2966	360.309589104	1	2	0	TRUE	599.18	7355	0.0814656696125	C	coding	323	969	215	1183	Pred_NEG
PB.7308.2	chr9	+	2885	13	full-splice_match	Vwa9	ENSMUST00000170517	2889	13	5	-1	no_subtype	TRUE	canonical	9	331	1211	177.059312096	128	0	0	FALSE	1280.9575	6936.9275	0.184657760947	C	coding	515	1545	464	2008	Pred_POS
PB.4750.3	chr3	-	5200	12	full-splice_match	Bmpr1b	NM_001277217	5182	12	-31	13	no_subtype	FALSE	canonical	3	5	115	73.0889868585	2	3	0	FALSE	134.605	1637	0.0822266340867	C	coding	502	1506	226	1731	Pred_NEG
PB.4750.2	chr3	-	5177	11	full-splice_match	Bmpr1b	XM_011240002	5573	11	386	10	no_subtype	FALSE	canonical	6	10	182	71.8609768929	8	1	0	FALSE	412.375	1637	0.251908979841	C	coding	502	1506	200	1705	Pred_NEG
PB.4750.1	chr3	-	4610	7	novel_not_in_catalog	Bmpr1b	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	65	70.7389567353	3	2	0	TRUE	36.535	1637	0.0223182651191	C	coding	297	1137	2	1138	Pred_NEG
PB.3645.15	chr19	+	4693	5	novel_not_in_catalog	Scd2	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	15	135	266	6253.68955098	13	1	0	FALSE	886.3625	196817.7425	0.00450346848176	C	coding	216	648	386	1033	Pred_POS
PB.6723.1	chr8	-	1353	9	full-splice_match	Vdac3	NM_011696	1420	9	52	15	no_subtype	FALSE	canonical	10	2590	350	1776.24576002	538	0	0	FALSE	36106	36106	1	A	coding	283	927	3	929	Pred_POS
PB.3645.14	chr19	+	1714	2	novel_not_in_catalog	Scd2	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	18	138	193	None	1	8	1	TRUE	19.92	196817.7425	0.000101210387575	C	non_coding	NA	NA	NA	NA	Pred_NEG
PB.2939.7	chr17	-	2702	21	novel_in_catalog	Traf7	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	16	168	278	527.669404078	15	2	0	FALSE	2265.9175	14622.2475	0.154963694877	B	coding	641	1923	285	2207	Pred_POS
PB.7243.1	chr9	+	3274	7	incomplete-splice_match	Rdx	ENSMUST00000163153	4156	14	860	22	internal_fragment	FALSE	canonical	23	333	81	97.2522493313	11	1	0	FALSE	2569	2569	1	A	coding	299	1035	1	1035	Pred_POS
PB.324.1	chr1	-	2828	18	full-splice_match	Pla2g4a	NM_008869	2846	18	13	5	no_subtype	FALSE	canonical	6	88	705	80.2620707433	36	0	0	FALSE	1677.51	1755.5	0.955573910567	C	coding	748	2244	148	2391	Pred_POS
PB.6002.9	chr6	-	1456	9	novel_not_in_catalog	Lrig1	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	5	62	1214	161.496129985	1	3	1	FALSE	50.46	12156.9975	0.00415069592636	C	coding	217	651	591	1241	Pred_NEG
PB.462.1	chr1	-	3540	14	full-splice_match	Lbr	NM_133815	3552	14	9	3	no_subtype	FALSE	canonical	8	204	284	210.622885746	25	1	0	FALSE	6453.395	6883.005	0.937583947709	C	coding	626	1878	120	1997	Pred_POS
PB.3518.1	chr19	+	1835	12	full-splice_match	Bscl2	NM_001136064	1962	12	108	19	no_subtype	FALSE	canonical	16	336	290	344.918831031	18	1	0	FALSE	1497.8675	5193.0025	0.288439587695	C	coding	443	1329	425	1753	Pred_POS
PB.3518.2	chr19	+	1638	11	full-splice_match	Bscl2	ENSMUST00000160556	1795	11	156	1	no_subtype	FALSE	canonical	16	497	301	294.581058454	3	1	0	FALSE	664.1975	5193.0025	0.127902403282	C	coding	443	1329	227	1555	Pred_POS
PB.3645.16	chr19	+	4570	5	novel_not_in_catalog	Scd2	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	15	108	142	6265.10247322	1	2	0	FALSE	161.775	196817.7425	0.000821953335838	C	coding	216	648	262	909	Pred_NEG
PB.3977.1	chr2	+	1180	9	novel_in_catalog	Ckap5	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	23	129	553	372.335869881	1	1	0	FALSE	19.18	12564.005	0.00152658328296	C	coding	361	1080	96	1175	Pred_NEG
PB.7342.1	chr9	-	2740	4	full-splice_match	Polr2m	ENSMUST00000163972	2138	4	-607	5	no_subtype	FALSE	canonical	14	39	831	218.339185672	17	1	0	FALSE	2048	2048	1	A	coding	262	786	1031	1816	Pred_POS
PB.3977.2	chr2	+	1618	13	incomplete-splice_match	Ckap5	ENSMUST00000111338	6665	44	34	5013	3prime_fragment	FALSE	canonical	23	129	550	320.081239688	1	0	0	FALSE	3.29	12564.005	0.000261859176274	C	coding	508	1521	93	1613	Pred_NEG
PB.3977.5	chr2	+	2651	17	novel_not_in_catalog	Ckap5	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	0	0	1287	396.687534465	1	4	1	TRUE	1125.7225	12564.005	0.0895990171924	C	coding	415	1245	55	1299	Pred_NEG
PB.2684.2	chr16	-	1337	10	full-splice_match	Parl	ENSMUST00000048642	1348	10	-1	12	no_subtype	FALSE	canonical	13	553	180	237.002109695	47	1	0	FALSE	3026.48	4146.75	0.72984385362	C	coding	377	1191	2	1192	Pred_POS
PB.2684.1	chr16	-	1245	11	novel_not_in_catalog	Parl	novel	NA	NA	NA	NA	no_subtype	FALSE	non_canonical	0	0	47	366.266296566	1	0	0	TRUE	1120.27	4146.75	0.27015614638	C	coding	350	1050	44	1093	Pred_NEG
PB.3977.6	chr2	+	6600	44	full-splice_match	Ckap5	ENSMUST00000111338	6665	44	62	3	no_subtype	FALSE	canonical	18	128	2032	340.166135881	48	0	0	FALSE	10517.85	12564.005	0.83714150066	C	coding	2032	6096	65	6160	Pred_POS
PB.36.1	chr1	+	5192	16	full-splice_match	Lmbrd1	NM_026719	5392	16	188	12	no_subtype	FALSE	canonical	17	283	931	414.491254431	151	1	0	FALSE	9746.2775	9747.7525	0.999848683068	C	coding	537	1611	26	1636	Pred_POS
PB.3419.4	chr18	+	4430	15	full-splice_match	Mbd1	XM_006525708	5099	15	664	5	no_subtype	FALSE	canonical	9	42	1875	120.449159399	4	1	0	FALSE	1834.21	4352.25	0.421439485324	C	coding	577	1731	182	1912	Pred_POS
PB.3413.1	chr18	-	2406	10	full-splice_match	Poli	NM_011972	2482	10	65	11	no_subtype	FALSE	canonical	8	19	360	32.2490309932	2	0	0	FALSE	444.75	444.75	1	A	coding	717	2178	3	2180	Pred_NEG
PB.4185.1	chr2	-	2580	3	full-splice_match	Bcl2l1	ENSMUST00000109820	2568	3	-21	9	no_subtype	FALSE	canonical	15	911	302	417.499700599	42	2	0	FALSE	10372	10372	1	A	coding	233	699	415	1113	Pred_POS
PB.3419.1	chr18	+	2918	15	full-splice_match	Mbd1	ENSMUST00000097530	2689	15	-197	-32	no_subtype	FALSE	canonical	9	208	2079	99.6694536957	14	1	0	FALSE	650.77	4352.25	0.149524958355	C	coding	588	1764	386	2149	Pred_POS
PB.68.1	chr1	+	1715	6	full-splice_match	Pdcl3	NM_026850	1706	6	-10	1	no_subtype	FALSE	canonical	12	1708	176	204.333061446	18	2	1	FALSE	5994	5994	1	A	coding	240	720	41	760	Pred_POS
PB.3419.3	chr18	+	2935	16	full-splice_match	Mbd1	XM_006525704	3563	16	579	49	no_subtype	FALSE	canonical	9	181	1490	103.286010669	7	3	0	FALSE	1821.7575	4352.25	0.418578321558	C	coding	644	1932	267	2198	Pred_POS
PB.475.7	chr1	+	2875	19	novel_in_catalog	Eprs	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	16	71	750	686.363606261	3	2	1	FALSE	309.37	23635.495	0.0130892117978	C	coding	682	2043	829	2871	Pred_POS
PB.6002.3	chr6	-	5020	16	novel_in_catalog	Lrig1	novel	NA	NA	NA	NA	combination_of_known_junctions	FALSE	canonical	15	183	1837	307.138405283	2	5	0	FALSE	467.31	12156.9975	0.0384395900386	C	coding	829	2487	1314	3800	Pred_POS
PB.5002.1	chr4	+	2973	6	full-splice_match	Ppap2b	ENSMUST00000064139	3159	6	184	2	no_subtype	FALSE	canonical	16	404	930	470.66336165	29	4	0	FALSE	10463.75	10463.75	1	A	coding	312	1230	1	1230	Pred_POS
PB.2859.1	chr16	-	2475	4	novel_not_in_catalog	A630089N07Rik	novel	NA	NA	NA	NA	no_subtype	FALSE	canonical	23	106	103	92.4986486388	2	5	0	FALSE	407.3325	407.3325	1	A	coding	619	1857	101	1957	Pred_POS
PB.7539.2	chr9	+	2955	11	full-splice_match	Tcaim	XM_006512174	2985	11	28	2	no_subtype	FALSE	canonical	10	56	501	38.2491829978	1	8	0	FALSE	156.555	997.25	0.156986713462	C	coding	343	1029	572	1600	Pred_POS
PB.6056.1	chr6	+	1686	4	novel_not_in_catalog	Hnrnpf	novel	NA	NA	NA	NA	no_subtype	TRUE	non_canonical	0	0	43	1450.30031373	21	1	0	TRUE	17476.495	41999.41	0.416112869205	C	coding	414	1242	297	1538	Pred_NEG
PB.6056.2	chr6	+	2136	4	full-splice_match	Hnrnpf	ENSMUST00000035493	2147	4	6	5	no_subtype	FALSE	canonical	15	214	39	1383.78466533	36	0	0	FALSE	17147.885	41999.41	0.408288711675	C	coding	414	1242	282	1523	Pred_POS
PB.6056.3	chr6	+	2347	4	full-splice_match	Hnrnpf	NM_001166430	2532	4	183	2	no_subtype	FALSE	canonical	18	352	244	1343.16491914	5	5	0	FALSE	1528.69	41999.41	0.0363978922561	C	coding	414	1242	487	1728	Pred_POS
